Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	MP ID	Term
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0009550	increased urinary bladder carcinoma incidence
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0010771	integument phenotype
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0008011	intestine polyps
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001915	intracranial hemorrhage
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0003675	kidney cysts
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0011083	lethality at weaning, complete penetrance
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0011109	lethality throughout fetal growth and development, incomplete penetrance
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001280	loss of vibrissae
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001925	male infertility
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0000433	microcephaly
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001297	microphthalmia
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0002058	neonatal lethality
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0011087	neonatal lethality, complete penetrance
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0011087	neonatal lethality, complete penetrance
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0002006	neoplasm
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0002169	no abnormal phenotype detected
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0010254	nuclear cataracts
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001300	ocular hypertelorism
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0000067	osteopetrosis
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0000066	osteoporosis
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001722	pale yolk sac
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0003334	pancreas fibrosis
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001869	pancreas inflammation
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0009154	pancreatic acinar hypoplasia
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001787	pericardial edema
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0011089	perinatal lethality, complete penetrance
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0000562	polydactyly
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0011085	postnatal lethality, complete penetrance
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0002083	premature death
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0003417	premature endochondral bone ossification
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0003424	premature neuronal precursor differentiation
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0002080	prenatal lethality
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0011091	prenatal lethality, complete penetrance
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0011101	prenatal lethality, incomplete penetrance
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0011100	preweaning lethality, complete penetrance
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0011110	preweaning lethality, incomplete penetrance
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001473	reduced long term potentiation
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0003446	renal hypoplasia
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0008841	ruptured lens capsule
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0002064	seizures
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001154	seminiferous tubule degeneration
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0000547	short limbs
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0004359	short ulna
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0003604	single kidney
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0005390	skeleton phenotype
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0009932	skin fibrosis
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001212	skin lesions
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0008321	small adenohypophysis
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0000852	small cerebellum
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0002188	small heart
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0002989	small kidney
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001306	small lens
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0002741	small olfactory bulb
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0006346	small pharyngeal arch
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0006054	spinal hemorrhage
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0004320	split sternum
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0013733	squamous metaplasia of bulbourethral gland
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0013734	squamous metaplasia of preputial gland
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0013735	squamous metaplasia of urethral gland
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0003205	testicular atrophy
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0001219	thick epidermis
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0009715	thick epidermis stratum basale
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0009612	thick epidermis suprabasal layer
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0011523	thin placenta labyrinth
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0003321	tracheoesophageal fistula
Ctnnb1	current symbol	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene	MP:0011298	ureter hypoplasia
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0003566	abnormal cell adhesion
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0008263	abnormal hippocampus CA1 region morphology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0009940	abnormal hippocampus pyramidal cell morphology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0000527	abnormal kidney development
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0001346	abnormal lacrimal gland morphology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0003792	abnormal major salivary gland morphology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0011364	abnormal metanephros morphology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0004046	abnormal mitosis
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0009760	abnormal mitotic spindle morphology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0005326	abnormal podocyte morphology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0004756	abnormal proximal convoluted tubule morphology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0005325	abnormal renal glomerulus morphology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0011066	abnormal renal tubule epithelial cell primary cilium morphology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0004035	abnormal sublingual gland morphology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0003793	abnormal submandibular gland morphology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0013300	abnormal submandibular gland physiology
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0003708	binucleate
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0000352	decreased cell proliferation
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0004505	decreased renal glomerulus number
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0009051	dilated distal convoluted tubules
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0009050	dilated proximal convoluted tubules
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0011368	increased kidney apoptosis
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0011440	increased kidney cell proliferation
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0013540	increased submandibular gland apoptosis
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0000522	kidney cortex cysts
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0011087	neonatal lethality, complete penetrance
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0011085	postnatal lethality, complete penetrance
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0003446	renal hypoplasia
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0005367	renal/urinary system phenotype
Ctnnd1	current symbol	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene	MP:0002989	small kidney
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0003795	abnormal bone structure
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0005300	abnormal corneal stroma morphology
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0003094	abnormal cornea posterior stroma morphology
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0008438	abnormal cutaneous collagen fibril morphology
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0001800	abnormal humoral immune response
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0003668	abnormal periodontal ligament morphology
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0009640	abnormal renal tubule epithelium morphology
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0010792	abnormal stomach mucosa morphology
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0005503	abnormal tendon morphology
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0005386	behavior/neurological phenotype
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0001314	corneal opacity
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0003089	decreased skin tensile strength
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0002411	decreased susceptibility to bacterial infection
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0002705	dilated renal tubules
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0005397	hematopoietic system phenotype
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0005376	homeostasis/metabolism phenotype
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0000519	hydronephrosis
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0005387	immune system phenotype
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0011501	increased glomerular capsule space
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0004153	increased renal tubule apoptosis
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0004970	kidney atrophy
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0005421	loose skin
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0002006	neoplasm
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0002169	no abnormal phenotype detected
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0003669	periodontal ligament hypercellularity
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0001923	reduced female fertility
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0003215	renal interstitial fibrosis
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0011346	renal tubule atrophy
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0000619	salivary gland epithelial hyperplasia
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0005390	skeleton phenotype
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0001244	thin dermal layer
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0001199	thin skin
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0002704	tubular nephritis
Dcn	current symbol	MGI:94872	Dcn	decorin	protein coding gene	MP:0005391	vision/eye phenotype
Dctn6	current symbol	MGI:1343154	Dctn6	dynactin 6	protein coding gene	
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0001905	abnormal dopamine level
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0002136	abnormal kidney physiology
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0003313	abnormal locomotor activation
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0001386	abnormal maternal nurturing
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0002804	abnormal motor learning
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0002204	abnormal neurotransmitter level
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0003964	abnormal noradrenaline level
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0003638	abnormal response/metabolism to endogenous compounds
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0002690	akinesia
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0002871	albuminuria
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0001344	blepharoptosis
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0001265	decreased body size
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0002667	decreased circulating aldosterone level
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0005643	decreased dopamine level
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0005333	decreased heart rate
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0005583	decreased renin activity
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0010070	decreased serotonin level
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0006264	decreased systemic arterial systolic blood pressure
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0001290	delayed eyelid opening
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0001402	hypoactivity
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0001405	impaired coordination
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0001363	increased anxiety-related response
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0005553	increased circulating creatinine level
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0002833	increased heart weight
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0003917	increased kidney weight
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0004875	increased mean systemic arterial blood pressure
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0005582	increased renin activity
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0006144	increased systemic arterial systolic blood pressure
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0002797	increased thigmotaxis
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0002574	increased vertical activity
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0008911	induced hyperactivity
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0005424	jerky movement
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0001513	limb grasping
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0003674	oxidative stress
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0001732	postnatal growth retardation
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0002083	premature death
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0011101	prenatal lethality, incomplete penetrance
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0011100	preweaning lethality, complete penetrance
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0004217	salt-sensitive hypertension
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0000745	tremors
Ddc	current symbol	MGI:94876	Ddc	dopa decarboxylase	protein coding gene	MP:0011405	tubulointerstitial nephritis
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0003211	abnormal aorta elastic fiber morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0004084	abnormal cardiac muscle relaxation
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0001544	abnormal cardiovascular system physiology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0002279	abnormal diaphragm morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0003057	abnormal epicardium morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0010508	abnormal heart electrocardiography waveform feature
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0000266	abnormal heart morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0003920	abnormal heart right ventricle morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0003137	abnormal impulse conducting system conduction
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0006267	abnormal intercalated disc morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0000281	abnormal interventricular septum morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0006035	abnormal mitochondrion morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0000278	abnormal myocardial fiber morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0000278	abnormal myocardial fiber morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0004215	abnormal myocardial fiber physiology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0005329	abnormal myocardium layer morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0004070	abnormal P wave
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0003084	abnormal skeletal muscle fiber morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0000759	abnormal skeletal muscle morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0000767	abnormal smooth muscle morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0003081	abnormal soleus morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0005592	abnormal vascular smooth muscle morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0004058	abnormal ventricle papillary muscle morphology
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0004091	abnormal Z lines
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0008543	atrial fibrillation
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0010519	atrioventricular block
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0003141	cardiac fibrosis
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0001625	cardiac hypertrophy
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0005608	cardiac interstitial fibrosis
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0005330	cardiomyopathy
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0009404	centrally nucleated skeletal muscle fibers
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0006138	congestive heart failure
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0005140	decreased cardiac muscle contractility
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0011952	decreased cardiac stroke volume
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0010053	decreased grip strength
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0004567	decreased myocardial fiber number
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0009406	decreased skeletal muscle fiber number
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0005598	decreased ventricle muscle contractility
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0002795	dilated cardiomyopathy
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0002753	dilated heart left ventricle
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0002754	dilated heart right ventricle
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0002190	disorganized myocardium
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0002837	dystrophic cardiac calcinosis
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0000752	dystrophic muscle
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0000274	enlarged heart
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0001914	hemorrhage
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0012106	impaired exercise endurance
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0002841	impaired skeletal muscle contractility
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0011630	increased mitochondria size
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0009399	increased skeletal muscle fiber size
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0009403	increased variability of skeletal muscle fiber size
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0001636	irregular heartbeat
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0005202	lethargy
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0000749	muscle degeneration
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0005369	muscle phenotype
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0004566	myocardial fiber degeneration
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0006085	myocardial necrosis
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0000751	myopathy
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0002083	premature death
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0000748	progressive muscle weakness
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0010553	prolonged HV interval
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0010520	sinoatrial block
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0009415	skeletal muscle degeneration
Des	current symbol	MGI:94885	Des	desmin	protein coding gene	MP:0009420	skeletal muscle endomysial fibrosis
