gene_id	bundle_id	chr	left	right	FPKM	FPKM_conf_lo	FPKM_conf_hi		chr	left	right	FPKM	FPKM_avg
NM_009143	2386821	chr11	78059247	78068997	12.6825	11.2032	14.1618		chr11	78059247	78068997	12.346	12.51425
NM_001002004	2386829	chr11	78075255	78104128	18.2255	17.4939	18.9571		chr11	78075255	78104128	22.0151	20.1203
NM_001045522	2386829	chr11	78104342	78107247	0.0569921	0	0.170976		chr11	78104342	78107247	0.224981	0.14098655
NM_017407	2386863	chr11	78115092	78135955	5.4212	4.86427	5.97814		chr11	78115092	78135955	6.69123	6.056215
NM_009657	2386865	chr11	78137699	78140262	4.30307	3.55962	5.04653		chr11	78137699	78140262	5.3242	4.813635
NM_201406	2386869	chr11	78141923	78156278	6.04524	5.31641	6.77408		chr11	78141923	78156278	8.40163	7.223435
NM_011676	2386873	chr11	78157023	78162658	8.27725	7.08871	9.4658		chr11	78157023	78162658	8.16879	8.22302
NR_003282	2386897	chr11	78207986	78219159	0.00309928	0	0.0167672		chr11	78207986	78219159	0.00741814	0.00525871
NM_026740	2386925	chr11	78279202	78285446	0.747946	0.460061	1.03583		chr11	78279202	78285446	0.820161	0.7840535
NM_172795	2386927	chr11	78285832	78311256	0.0717145	0.0159567	0.127472		chr11	78285832	78311256	0.0235916	0.04765305
NM_199199	2386931	chr11	78320557	78325670	5.33522	4.40294	6.2675		chr11	78320557	78325670	6.02898	5.6821
NM_026389	2386933	chr11	78325797	78336238	18.2231	16.7941	19.6521		chr11	78325797	78336238	21.0531	19.6381
NM_009395	2386935	chr11	78336351	78349762	14.4487	4.62586	24.2715		chr11	78336351	78349762	11.4153	12.932
NM_001159392	2386935	chr11	78336351	78349762	4.42306	1.41803	7.4281		chr11	78336351	78349762	8.58929	6.506175
NM_018854	2386937	chr11	78349937	78354975	12.3345	10.5008	14.1681		chr11	78349937	78354975	11.8364	12.08545
NM_133706	2386939	chr11	78355318	78364237	5.42559	4.48228	6.3689		chr11	78355318	78364237	7.59648	6.511035
NM_008702	2387001	chr11	78380669	78510927	5.26834	4.7622	5.77448		chr11	78380669	78510927	6.35063	5.809485
NM_197989	2387041	chr11	78564007	78565231	3.21439	2.45668	3.9721		chr11	78564007	78565231	2.86515	3.03977
NM_001076681	2387065	chr11	78640096	78657401	2.28449	1.9701	2.59888		chr11	78640096	78657401	2.12959	2.20704
NM_010927	2387131	chr11	78734360	78773626	0.21917	0.109585	0.328755		chr11	78734360	78773626	0.297409	0.2582895
NM_001159301	2387135	chr11	78776480	78798426	10.1685	6.90077	13.4363		chr11	78776480	78798426	13.1694	11.66895
NM_010708	2387135	chr11	78776480	78798426	2.00671	1.38153	2.63188		chr11	78776480	78798426	1.20671	1.60671
NM_013571	2387163	chr11	78828302	78959856	2.60483	2.23127	2.97838		chr11	78828302	78959856	2.82847	2.71665
NM_019653	2387217	chr11	79052883	79068197	15.7375	14.225	17.2501		chr11	79052883	79068197	16.5317	16.1346
NM_001042565	2387217	chr11	79052885	79056526	9.76718	8.87396	10.6604		chr11	79052885	79056526	11.8807	10.82394
NM_010897	2387307	chr11	79153393	79395111	5.65703	5.33393	5.98013		chr11	79153393	79395111	7.03892	6.347975
NM_175543	2387317	chr11	79404713	79507514	0.12165	0.0296912	0.213608		chr11	79404713	79507514	0.0343016	0.0779758
NM_144826	2387597	chr11	79747457	79775889	5.97933	5.39822	6.56045		chr11	79747457	79775889	7.31822	6.648775
NM_199196	2387629	chr11	79806607	79847624	2.95878	1.99152	3.92605		chr11	79806607	79847624	6.35682	4.6578
NM_001163018	2387629	chr11	79806607	79847624	9.3231	6.2497	12.3965		chr11	79806607	79847624	8.71893	9.021015
NM_018776	2387677	chr11	79860000	79894457	4.32955	3.69544	4.96366		chr11	79860000	79894457	5.20041	4.76498
NM_001029856	2387685	chr11	79902901	79949293	2.38253	2.1149	2.65017		chr11	79902901	79949293	2.85569	2.61911
NM_183275	2387687	chr11	79950179	79955655	4.1618	3.32099	5.00261		chr11	79950179	79955655	4.40064	4.28122
NM_172133	2387697	chr11	79967663	79992329	0.342238	0.125788	0.558689		chr11	79967663	79992329	0.303978	0.323108
NM_028019	2387719	chr11	79997373	80013255	1.89718	1.43704	2.35731		chr11	79997373	80013255	1.98245	1.939815
NM_001163354	2387729	chr11	80022556	80081409	2.27315	1.4173	3.129		chr11	80022556	80081409	0.984407	1.6287785
NM_001163355	2387729	chr11	80022556	80081409	3.92361	2.34366	5.50357		chr11	80022556	80081409	5.84996	4.886785
NM_021536	2387729	chr11	80022556	80081409	2.30049	1.19303	3.40796		chr11	80022556	80081409	2.38248	2.341485
NM_139228	2387765	chr11	80114413	80169488	0.304689	0.171712	0.437667		chr11	80114413	80169488	0.114551	0.20962
NM_027472	2387771	chr11	80173994	80191517	2.97682	2.598	3.35565		chr11	80173994	80191517	3.08648	3.03165
NM_001130170	2387783	chr11	80196780	80209750	14.6904	8.59707	20.7837		chr11	80196780	80209750	26.3281	20.50925
NM_001130169	2387783	chr11	80196780	80209750	16.9775	7.87623	26.0788		chr11	80196780	80209750	6.857	11.91725
NM_178616	2387931	chr11	80242116	80285635	11.0921	9.91256	12.2716		chr11	80242116	80285635	13.343	12.21755
NM_009871	2387953	chr11	80290547	80294681	0.330524	0.198314	0.462734		chr11	80290547	80294681	0.339241	0.3348825
NM_177390	2387955	chr11	80295628	80593527	1.75616	1.48835	2.02398		chr11	80295628	80593527	1.713	1.73458
NM_029537	2387967	chr11	80623916	80635535	14.1641	12.6732	15.6551		chr11	80623916	80635535	16.3018	15.23295
NM_001033765	2388013	chr11	81386003	81387041	0.549071	0.209006	0.889137		chr11	81386003	81387041	0.653298	0.6011845
NM_011333	2388021	chr11	81849078	81850954	1.2884	0.697244	1.87956		chr11	81849078	81850954	2.60996	1.94918
NM_013654	2388029	chr11	81859213	81861023	0.822918	0.347806	1.29803		chr11	81859213	81861023	0.473745	0.6483315
NM_011331	2388039	chr11	81915346	81916901	0.203938	0	0.492351		chr11	81915346	81916901	0.201266	0.202602
NM_023438	2388093	chr11	82202401	82259829	0.0665718	0.00702817	0.126115		chr11	82202401	82259829	0.0656995	0.06613565
NM_009839	2388145	chr11	82532750	82577790	0.0617576	0	0.149096		chr11	82532750	82577790	0.121897	0.0918273
NM_025884	2388147	chr11	82577846	82581124	2.87126	2.43366	3.30886		chr11	82577846	82581124	3.29099	3.081125
NM_010716	2388203	chr11	82594636	82617776	4.42941	4.14723	4.71158		chr11	82594636	82617776	5.82258	5.125995
NM_001164570	2388203	chr11	82617321	82684246	0.438104	0.405368	0.470841		chr11	82617321	82684246	0.618498	0.528301
NM_001164571	2388203	chr11	82617321	82684712	0.872494	0.799829	0.945158		chr11	82617321	82684712	0.573228	0.722861
NM_011235	2388207	chr11	82686566	82704117	1.19977	1.00704	1.39251		chr11	82686566	82704117	1.5141	1.356935
NM_030224	2388209	chr11	82705646	82714239	0.157584	0.0289172	0.286251		chr11	82705646	82714239	0.0259199	0.09175195
NM_145431	2388211	chr11	82714270	82721897	2.44495	1.89479	2.99511		chr11	82714270	82721897	2.96269	2.70382
NM_178680	2388239	chr11	82724754	82756907	25.3037	24.0556	26.5519		chr11	82724754	82756907	35.1873	30.2455
NM_183201	2388269	chr11	82765603	82778352	1.39815	1.17224	1.62407		chr11	82765603	82778352	2.06696	1.732555
NM_172796	2388345	chr11	82793804	82805332	3.75875	3.29712	4.22039		chr11	82793804	82805332	3.90491	3.83183
NM_181545	2388375	chr11	82815659	82834312	0.452696	0.295615	0.609777		chr11	82815659	82834312	0.520137	0.4864165
NM_181542	2388401	chr11	82841629	82854035	0.740861	0.525679	0.956043		chr11	82841629	82854035	0.735235	0.738048
NM_011408	2388423	chr11	82878613	82884180	1.03554	0.666684	1.40439		chr11	82878613	82884180	0.590067	0.8128035
NM_011407	2388459	chr11	82930346	82936161	0.0588643	0	0.142111		chr11	82930346	82936161	0.0204628	0.03966355
NM_011410	2388517	chr11	82988687	83003718	0.0762256	0.0113383	0.141113		chr11	82988687	83003718	0.085987	0.0811063
NM_011409	2388519	chr11	83004831	83028656	0.875931	0.5512	1.20066		chr11	83004831	83028656	0.463578	0.6697545
NR_015519	2388547	chr11	83037077	83040086	0.465537	0.196679	0.734395		chr11	83037077	83040086	0.191364	0.3284505
NM_001166028	2388591	chr11	83088613	83100228	0.132802	0.0442674	0.221337		chr11	83088613	83100228	0.0145624	0.0736822
NR_028363	2388597	chr11	83105200	83108138	4.80512	4.21137	5.39888		chr11	83105200	83108138	4.06307	4.434095
NR_028364	2388597	chr11	83106931	83108431	1.60521	1.35284	1.85758		chr11	83106931	83108431	2.15547	1.88034
NM_134025	2388597	chr11	83108146	83112479	1.37755	1.16009	1.59501		chr11	83108146	83112479	2.0743	1.725925
NM_027915	2388623	chr11	83116198	83218535	4.34189	1.64805	7.03573		chr11	83116198	83218535	8.87752	6.609705
NM_001035854	2388623	chr11	83116198	83218535	6.20695	2.35385	10.06		chr11	83116198	83218535	3.93108	5.069015
NM_001013386	2388635	chr11	83223573	83234540	3.95667	3.45818	4.45517		chr11	83223573	83234540	4.05978	4.008225
NM_001013759	2388645	chr11	83235403	83242957	0.0209408	0	0.0628224		chr11	83235403	83242957	0.103332	0.0621364
NM_025492	2388651	chr11	83251195	83254734	1.29154	0.740823	1.84225		chr11	83251195	83254734	1.73811	1.514825
NM_027427	2388657	chr11	83286609	83320242	19.6385	18.1909	21.086		chr11	83286609	83320242	26.3245	22.9815
NM_011338	2388709	chr11	83386418	83392138	0.272551	0.131806	0.413295		chr11	83386418	83392138	0.358639	0.315595
NM_009139	2388713	chr11	83401387	83406589	0.380609	0.139891	0.621327		chr11	83401387	83406589	0.375622	0.3781155
NM_011337	2388725	chr11	83461344	83462880	0.345921	0.0365198	0.655321		chr11	83461344	83462880	0.204833	0.275377
NM_013652	2388741	chr11	83476085	83478185	0.248434	0	0.535301		chr11	83476085	83478185	0.163452	0.205943
NM_145432	2388771	chr11	83567138	83597256	2.38931	2.08587	2.69275		chr11	83567138	83597256	3.00455	2.69693
NM_030096	2388825	chr11	83755591	83776579	4.66001	4.09175	5.22826		chr11	83755591	83776579	5.06054	4.860275
NM_001115009	2388833	chr11	83777929	83854456	0.750244	0.631639	0.86885		chr11	83777929	83854456	1.09005	0.920147
NM_194341	2388833	chr11	83777972	83855581	2.55012	2.08463	3.0156		chr11	83777972	83855581	3.38834	2.96923
NM_019819	2388857	chr11	83861546	83881859	0.833188	0.477896	1.18848		chr11	83861546	83881859	0.953144	0.893166
NM_172562	2388877	chr11	83892421	83943070	3.73999	3.11881	4.36117		chr11	83892421	83943070	4.60736	4.173675
NM_133360	2388969	chr11	84008939	84215153	1.73424	1.52936	1.93913		chr11	84008939	84215153	2.19567	1.964955
NM_019816	2388995	chr11	84236357	84327003	3.76494	3.08872	4.44116		chr11	84236357	84327003	4.94408	4.35451
NM_145433	2389101	chr11	84626562	84633017	2.22858	1.78508	2.67209		chr11	84626562	84633017	2.56957	2.399075
NM_177564	2389113	chr11	84634229	84642505	4.92322	4.05291	5.79353		chr11	84634229	84642505	5.16238	5.0428
NM_153144	2389131	chr11	84645862	84684240	11.3387	10.422	12.2554		chr11	84645862	84684240	13.9511	12.6449
NM_001077636	2389169	chr11	84689814	84693787	1.82687	1.67123	1.98251		chr11	84689814	84693787	1.29353	1.5602
NM_001005223	2389169	chr11	84724456	84729858	7.23916	6.5615	7.91682		chr11	84724456	84729858	5.52275	6.380955
NM_025414	2389169	chr11	84693721	84724633	2.06597	1.83878	2.29316		chr11	84693721	84724633	2.7128	2.389385
NM_007607	2389197	chr11	84771255	84779554	0.33686	0.0986639	0.575055		chr11	84771255	84779554	0.29089	0.313875
NM_001029934	2389211	chr11	84797989	84953457	4.2152	3.85038	4.58001		chr11	84797989	84953457	4.99347	4.604335
NM_025825	2389253	chr11	85004811	85048622	11.1578	10.1507	12.1649		chr11	85004811	85048622	14.5328	12.8453
NR_028329	2389255	chr11	85048667	85051805	0.171066	0	0.412989		chr11	85048667	85051805	0.42206	0.296563
NM_016910	2389317	chr11	85124755	85160573	3.09727	2.61356	3.58098		chr11	85124755	85160573	4.04451	3.57089
NM_001166643	2389333	chr11	85166665	85639559	1.9542	1.60601	2.30238		chr11	85166665	85639559	0.83346	1.39383
NM_009324	2389357	chr11	85646116	85655450	1.01271	0.763395	1.26202		chr11	85646116	85655450	1.63544	1.324075
NM_172798	2389383	chr11	85710266	85729599	0.0369169	0	0.0891253		chr11	85710266	85729599	0.0728663	0.0548916
NM_178309	2389481	chr11	85871639	86014695	1.21439	1.01867	1.41011		chr11	85871639	86014695	1.26074	1.237565
NM_027421	2389543	chr11	86024184	86071070	2.94412	2.61444	3.2738		chr11	86024184	86071070	3.57045	3.257285
NM_001080931	2389579	chr11	86079216	86171027	6.68042	6.32842	7.03242		chr11	86079216	86171027	7.88697	7.283695
NM_029788	2389629	chr11	86298158	86312509	3.46627	3.05286	3.87968		chr11	86298158	86312509	3.63121	3.54874
NM_001114334	2389629	chr11	86312512	86358309	7.52071	6.95724	8.08417		chr11	86312512	86358309	7.57208	7.546395
NM_028259	2389629	chr11	86327484	86358309	1.28873	1.23714	1.34032		chr11	86327484	86358309	1.00766	1.148195
NM_019756	2389631	chr11	86358509	86380862	2.59422	2.04113	3.14731		chr11	86358509	86380862	2.45836	2.52629
NM_029478	2389725	chr11	86397366	86497324	7.23403	6.47883	7.98923		chr11	86397366	86497324	7.91927	7.57665
NM_175004	2389727	chr11	86497484	86505825	4.32805	3.76635	4.88975		chr11	86497484	86505825	4.35234	4.340195
NM_001003908	2389749	chr11	86508154	86570994	34.8402	33.7267	35.9536		chr11	86508154	86570994	49.1107	41.97545
NM_026191	2389765	chr11	86582350	86621162	4.59376	4.07445	5.11307		chr11	86582350	86621162	4.30181	4.447785
NM_001005341	2389971	chr11	86749926	86807264	6.7641	6.21486	7.31335		chr11	86749926	86807264	9.28884	8.02647
NM_025638	2390015	chr11	86847295	86887639	3.96054	3.37014	4.55094		chr11	86847295	86887639	5.49381	4.727175
NM_024262	2390027	chr11	86891233	86900279	2.93555	2.48918	3.38192		chr11	86891233	86900279	3.64226	3.288905
NM_175563	2390031	chr11	86902657	86922216	3.43013	2.98747	3.8728		chr11	86902657	86922216	4.63549	4.03281
NM_025377	2390033	chr11	86922762	86936476	13.8531	12.3548	15.3515		chr11	86922762	86936476	16.2712	15.06215
NM_197987	2390051	chr11	86940578	87034184	4.91132	4.47465	5.34799		chr11	86940578	87034184	5.41213	5.161725
NM_177167	2390093	chr11	87040407	87172496	3.09844	2.77093	3.42596		chr11	87040407	87172496	3.92907	3.513755
NM_053269	2390121	chr11	87191108	87217997	2.01674	1.6304	2.40308		chr11	87191108	87217997	2.43765	2.227195
NM_031386	2390123	chr11	87218566	87369325	0.011475	0	0.034425		chr11	87218566	87369325	0.0679478	0.0397114
NM_011129	2390147	chr11	87394632	87404041	2.50544	1.92682	3.08407		chr11	87394632	87404041	2.83536	2.6704
NM_133215	2390161	chr11	87405718	87429798	3.39426	3.03319	3.75533		chr11	87405718	87429798	4.72383	4.059045
NM_001045527	2390165	chr11	87430665	87473044	0.0552821	0.00136868	0.109195		chr11	87430665	87473044	0.0129724	0.03412725
NM_172448	2390169	chr11	87476588	87549041	0.126781	0.0465978	0.206965		chr11	87476588	87549041	0.075072	0.1009265
NM_009296	2390171	chr11	87551066	87557119	10.9812	9.11997	12.8425		chr11	87551066	87557119	9.61259	10.296895
NM_172449	2390201	chr11	87574042	87599430	0.035882	0.00378816	0.0679758		chr11	87574042	87599430	0.0212471	0.02856455
NM_010824	2390205	chr11	87607285	87617913	0.107378	0.0113362	0.20342		chr11	87607285	87617913	0.190748	0.149063
NM_001039684	2390221	chr11	87666726	87677181	0.855075	0.573928	1.13622		chr11	87666726	87677181	1.07194	0.9635075
NM_007946	2390223	chr11	87677499	87689038	0.0203105	0	0.0609314		chr11	87677499	87689038	0.0200443	0.0201774
NM_001168472	2390299	chr11	87793027	87800087	3.41072	3.08075	3.74069		chr11	87793027	87800087	2.63685	3.023785
NM_026556	2390299	chr11	87793027	87801035	20.1497	15.699	24.6005		chr11	87793027	87801035	23.4056	21.77765
NM_001168471	2390299	chr11	87793027	87811800	9.51712	7.28059	11.7537		chr11	87793027	87811800	16.9518	13.23446
NM_173374	2390461	chr11	87861172	87867259	20.8152	17.0666	24.5638		chr11	87861172	87867259	21.3103	21.06275
NM_001078167	2390461	chr11	87861172	87867259	12.0731	9.90891	14.2373		chr11	87861172	87867259	15.2482	13.66065
NM_016686	2390557	chr11	87881842	87898231	8.83724	8.18352	9.49095		chr11	87881842	87898231	10.5826	9.70992
NM_198013	2390587	chr11	87912647	88007641	0.80564	0.564791	1.04649		chr11	87912647	88007641	0.763234	0.784437
NM_001172099	2390587	chr11	87983066	88007641	3.73157	2.56591	4.89723		chr11	87983066	88007641	4.55537	4.14347
NM_024174	2390619	chr11	88017919	88025009	19.8556	18.0297	21.6816		chr11	88017919	88025009	23.0754	21.4655
NM_028859	2390817	chr11	88107544	88108762	0.179492	0	0.358985		chr11	88107544	88108762	0.0442851	0.11188855
NM_054043	2391049	chr11	88152883	88579543	20.6906	19.8558	21.5255		chr11	88152883	88579543	24.0891	22.38985
NM_001042541	2391213	chr11	88692105	88725900	8.29706	7.60231	8.99181		chr11	88692105	88725900	7.27558	7.78632
NM_029023	2391293	chr11	88785335	88816756	6.30437	5.48878	7.11996		chr11	88785335	88816756	7.41925	6.86181
NM_016706	2391307	chr11	88835248	88852927	2.07552	1.65833	2.49272		chr11	88835248	88852927	3.06214	2.56883
NM_009546	2391313	chr11	88860716	88881607	3.4679	3.09873	3.83707		chr11	88860716	88881607	4.41625	3.942075
NM_019505	2391351	chr11	88898895	88922062	1.88901	1.60742	2.17061		chr11	88898895	88922062	2.77568	2.332345
NM_001033266	2391355	chr11	88935154	88954378	0.0940714	0	0.282214		chr11	88935154	88954378	0.0928386	0.093455
NM_008711	2391415	chr11	89161951	89163873	0.284368	0.104518	0.464218		chr11	89161951	89163873	0.420962	0.352665
NM_008796	2391519	chr11	89844730	89864208	3.1612	2.56905	3.75335		chr11	89844730	89864208	3.14714	3.15417
NM_026433	2391529	chr11	89891661	89897819	3.16035	2.53451	3.78619		chr11	89891661	89897819	3.39414	3.277245
NM_026178	2391701	chr11	90110789	90139887	21.7102	20.3747	23.0457		chr11	90110789	90139887	25.3784	23.5443
NM_172563	2391769	chr11	90197848	90252231	1.47613	1.23746	1.71481		chr11	90197848	90252231	1.8186	1.647365
NM_011505	2391815	chr11	90337808	90499422	2.37968	2.08536	2.67399		chr11	90337808	90499422	2.63588	2.50778
NM_199008	2391817	chr11	90499497	90507291	4.52118	4.05584	4.98652		chr11	90499497	90507291	4.69056	4.60587
NM_028011	2391817	chr11	90507004	90548915	5.89583	5.28855	6.50312		chr11	90507004	90548915	6.97333	6.43458
NM_028296	2392455	chr11	92960603	93463063	0.0853385	0.0105325	0.160144		chr11	92960603	93463063	0.0485356	0.06693705
NM_001013375	2392549	chr11	93720556	93747080	5.26054	4.59711	5.92396		chr11	93720556	93747080	5.16061	5.210575
NM_134012	2392553	chr11	93747532	93808298	9.6781	9.04211	10.3141		chr11	93747532	93808298	10.5719	10.125
NM_008705	2392567	chr11	93811128	93817321	11.9522	10.9312	12.9732		chr11	93811128	93817321	12.6982	12.3252
NM_001077529	2392567	chr11	93811130	93817002	63.4619	56.9279	69.996		chr11	93811130	93817002	51.2985	57.3802
NM_008704	2392589	chr11	93820238	93829835	31.6868	29.3184	34.0552		chr11	93820238	93829835	32.7219	32.20435
NM_027569	2392625	chr11	93857404	93987396	7.68419	6.65734	8.71104		chr11	93857404	93987396	10.0543	8.869245
NM_001025430	2392625	chr11	93905518	93987396	6.43018	5.57738	7.28297		chr11	93905518	93987396	6.42696	6.42857
NM_009427	2392787	chr11	94072767	94076806	7.81452	6.94984	8.6792		chr11	94072767	94076806	11.0357	9.42511
NM_181819	2392799	chr11	94097265	94103893	0.402826	0.241696	0.563957		chr11	94097265	94103893	0.699684	0.551255
NM_026313	2392907	chr11	94152452	94183225	24.8404	23.5568	26.124		chr11	94152452	94183225	29.1953	27.01785
NM_027799	2392915	chr11	94189314	94203161	10.8313	9.72544	11.9371		chr11	94189314	94203161	10.7795	10.8054
NM_146024	2392915	chr11	94189314	94200823	6.02706	5.49731	6.55682		chr11	94189314	94200823	11.6899	8.85848
NM_029600	2392917	chr11	94204608	94254290	0.152974	0.071206	0.234742		chr11	94204608	94254290	0.15097	0.151972
NM_009783	2392921	chr11	94269704	94335351	1.14104	0.200363	2.08172		chr11	94269704	94335351	1.28132	1.21118
NM_001112813	2392921	chr11	94269704	94335351	0.705596	0.124359	1.28683		chr11	94269704	94335351	1.2618	0.983698
NM_027984	2392949	chr11	94352304	94361237	2.6197	2.13532	3.10408		chr11	94352304	94361237	4.19847	3.409085
NM_170671	2392961	chr11	94362660	94382816	0.933324	0.66934	1.19731		chr11	94362660	94382816	1.38164	1.157482
NM_001013381	2392981	chr11	94401111	94410521	1.40225	1.13049	1.67401		chr11	94401111	94410521	1.74391	1.57308
NM_153807	2392997	chr11	94418415	94463100	1.48407	1.15892	1.80921		chr11	94418415	94463100	3.00614	2.245105
NM_133807	2393053	chr11	94491137	94506530	19.35	18.0982	20.6017		chr11	94491137	94506530	23.6832	21.5166
NM_177752	2393053	chr11	94506315	94515068	2.37415	2.29586	2.45245		chr11	94506315	94515068	2.89012	2.632135
NM_053161	2393053	chr11	94515104	94521401	9.60091	7.90523	11.2966		chr11	94515104	94521401	9.1039	9.352405
NM_145828	2393079	chr11	94525160	94538807	2.74554	2.32685	3.16423		chr11	94525160	94538807	3.24518	2.99536
NM_007742	2393213	chr11	94797583	94813170	58.8493	57.1944	60.5041		chr11	94797583	94813170	73.0211	65.9352
NM_001136080	2393227	chr11	94824135	94834777	3.65613	2.91748	4.39478		chr11	94824135	94834777	5.59643	4.62628
NM_172261	2393237	chr11	94852525	94868212	8.48233	7.8279	9.13675		chr11	94852525	94868212	12.3201	10.401215
NM_146025	2393249	chr11	94871192	94887401	2.78384	2.35555	3.21212		chr11	94871192	94887401	3.64147	3.212655
NM_133667	2393251	chr11	94887572	94902685	12.5765	11.474	13.679		chr11	94887572	94902685	18.7905	15.6835
NM_013565	2393257	chr11	94905795	94938028	3.05206	2.68126	3.42285		chr11	94905795	94938028	3.79009	3.421075
NM_010055	2393357	chr11	94981448	94986599	0.0423686	0	0.102287		chr11	94981448	94986599	0.0418134	0.042091
NM_053093	2393413	chr11	95122842	95130575	0.0438296	0	0.131489		chr11	95122842	95130575	0.129766	0.0867978
NM_177619	2393457	chr11	95135572	95171515	8.36323	7.61294	9.11351		chr11	95135572	95171515	10.6118	9.487515
NM_172543	2393509	chr11	95198331	95243185	1.52211	1.14306	1.90117		chr11	95198331	95243185	1.35081	1.43646
NM_016752	2393517	chr11	95246235	95252966	10.7534	9.33531	12.1715		chr11	95246235	95252966	12.3197	11.53655
NM_025287	2393533	chr11	95275396	95354724	12.1562	11.1959	13.1165		chr11	95275396	95354724	13.5035	12.82985
NM_130858	2393567	chr11	95371159	95375879	0.104454	0	0.208908		chr11	95371159	95375879	0.154628	0.129541
NM_033217	2393593	chr11	95430139	95449012	0.241056	0.116575	0.365537		chr11	95430139	95449012	0.467846	0.354451
NM_008831	2393625	chr11	95528303	95542087	16.3728	14.9491	17.7965		chr11	95528303	95542087	15.7939	16.08335
NR_028263	2393753	chr11	95584899	95588087	0.411459	0.243482	0.579436		chr11	95584899	95588087	0.30455	0.3580045
NM_201609	2393859	chr11	95610380	95626027	5.52651	4.85319	6.19984		chr11	95610380	95626027	7.10328	6.314895
NM_153104	2393959	chr11	95685813	95693453	1.02326	0.945798	1.10073		chr11	95685813	95693453	1.50697	1.265115
NM_001038664	2393959	chr11	95703981	95707045	6.03872	5.39993	6.67752		chr11	95703981	95707045	5.96171	6.000215
NM_001163464	2393959	chr11	95691385	95703790	2.49056	1.84985	3.13126		chr11	95691385	95703790	1.15106	1.82081
NM_025659	2393959	chr11	95691385	95703753	0.950974	0.719732	1.18222		chr11	95691385	95703753	1.65619	1.303582
NM_008081	2393989	chr11	95724872	95776185	0.160515	0.0678418	0.253189		chr11	95724872	95776185	0.0989918	0.1297534
NM_009951	2394029	chr11	95818477	95867258	6.7887	6.36788	7.20951		chr11	95818477	95867258	8.79137	7.790035
NM_033568	2394079	chr11	95896230	95908719	8.19091	6.8158	9.56602		chr11	95896230	95908719	8.22617	8.20854
NM_172300	2394079	chr11	95908749	95926678	11.1679	10.3836	11.9523		chr11	95908749	95926678	13.6445	12.4062
NM_001161419	2394113	chr11	95934106	95936945	6.76552	6.31955	7.21149		chr11	95934106	95936945	5.67124	6.21838
NM_001112664	2394113	chr11	95934289	95936963	61.8344	56.096	67.5727		chr11	95934289	95936963	63.0978	62.4661
NM_001100177	2394129	chr11	95960639	95973276	0.0193491	0	0.0741416		chr11	95960639	95973276	0.0731245	0.0462368
NM_008270	2394181	chr11	96132643	96137907	0.324004	0.162002	0.486006		chr11	96132643	96137907	0.0199849	0.17199445
NM_010461	2394187	chr11	96143218	96146639	0.495929	0.293467	0.698391		chr11	96143218	96146639	0.122357	0.309143
NM_010460	2394191	chr11	96147959	96151477	0.301488	0.0735845	0.529391		chr11	96147959	96151477	0.0425053	0.17199665
NM_008268	2394205	chr11	96164825	96167435	0.25944	0.0864802	0.432401		chr11	96164825	96167435	0.0853469	0.17239345
NM_010459	2394209	chr11	96180052	96182944	0.262011	0.0963006	0.427721		chr11	96180052	96182944	0.465439	0.363725
NM_010458	2394217	chr11	96205082	96209244	0.428929	0.260689	0.597169		chr11	96205082	96209244	0.274556	0.3517425
NM_134032	2394235	chr11	96212945	96215328	0.234861	0.0573227	0.412399		chr11	96212945	96215328	0.463566	0.3492135
NM_001163389	2394325	chr11	96628862	96638869	1.53929	1.17393	1.90464		chr11	96628862	96638869	0.362888	0.951089
NM_007622	2394347	chr11	96650449	96669954	11.8609	10.4342	13.2875		chr11	96650449	96669954	14.0122	12.93655
NM_001130452	2394421	chr11	96678727	96685441	6.87597	6.02527	7.72668		chr11	96678727	96685441	7.15861	7.01729
NM_001130450	2394421	chr11	96678727	96690816	9.67695	7.83069	11.5232		chr11	96678727	96690816	14.248	11.962475
NM_008686	2394421	chr11	96678727	96691282	2.17042	1.85068	2.49017		chr11	96678727	96691282	2.91834	2.54438
NM_019877	2394433	chr11	96711189	96722516	10.531	8.95678	12.1053		chr11	96711189	96722516	13.0058	11.7684
NM_030248	2394473	chr11	96769099	96777795	5.29054	4.50514	6.07595		chr11	96769099	96777795	6.17062	5.73058
NM_134021	2394487	chr11	96799129	96805333	4.80511	4.0868	5.52341		chr11	96799129	96805333	4.14608	4.475595
NR_003293	2394489	chr11	96805459	96826374	0.872162	0.612133	1.13219		chr11	96805459	96826374	0.688586	0.780374
NM_001080964	2394489	chr11	96814651	96839002	3.06446	2.59439	3.53452		chr11	96814651	96839002	4.6254	3.84493
NM_031183	2394507	chr11	96874882	96886052	0.0971653	0.0178302	0.1765		chr11	96874882	96886052	0.095892	0.09652865
NM_146027	2394515	chr11	96891265	96895272	1.62236	1.13866	2.10605		chr11	96891265	96895272	1.9569	1.78963
NM_027026	2394521	chr11	96895915	96902683	0.126322	0	0.272187		chr11	96895915	96902683	0.249334	0.187828
NM_026154	2394523	chr11	96902899	96910527	10.7873	9.60317	11.9714		chr11	96902899	96910527	12.8104	11.79885
NM_001081434	2394527	chr11	96912133	96930218	1.00498	0.755675	1.25429		chr11	96912133	96930218	1.5106	1.25779
NM_198100	2394591	chr11	96997484	97011026	4.58876	4.0403	5.13723		chr11	96997484	97011026	5.35349	4.971125
